id,paper_id,text,label
911,paper_5095,"Strengths:  
- This paper shows the existence of gaps between prototype and image embedding, which has universal impact on the entire field of computer vision.",3
912,paper_830,"I have read some referenced and comparative works cited in the paper, such as [a], which is a well-known study in the field of image segmentation, and found that their task objective is providing multiple segmentation hypotheses for ambiguous images.",1
913,paper_3752,"For the nuScenes test leaderboard, DH-Fusion achieved a Top 5 ranking with 94.3% mAP using a 384x1056 image size and SwinTiny backbone.",2
914,paper_5010,"This results in information leakage for CIFAR-100, ImageNet-100, and TinyImageNet datasets in the continual learning process, as the pretrained model first encounters all classes during pretraining, which then causes the model to perform better, and finally leads to biased evaluation results.",3
915,paper_4500,"In addition, in Tab.5, the average PSNR of training only at the original scale is two points higher than that of training at three scales, indicating that the model achieves a 2% improvement in real-world image compression tasks.",2
916,paper_1554,"Besides the latency, this work requires relying on three different models (a relative depth model, an image inpainting model and a human mesh prediction model) to achieve **semantic segmentation** on a single image.",3
917,paper_4080,"This paper introduces a novel compositional PAC-Bayes framework for analyzing the generalization of heterogeneous machine learning models, with a particular focus on graph neural networks (GNNs) augmented with features.",1
918,paper_1052,"Why not to implement a ""RGB+Proprio"" version of DeeR to enable totally fair comparison with GR-1 and observe whether its performance can exceed GR-1 and ViL.",1
919,paper_5055,"The framework includes a cross-domain unified prototypical structure established through an instance-prototype-mixed contrastive loss and a semantic-enhanced loss in the first stage, and a modified adversarial training mechanism to ensure minimal changes during domain alignment in the second stage, which is a standard approach in domain adaptation.",0
920,paper_2648,"Questions:  
I kindly ask the authors to address the following questions, which emerged during my review of the work:  

- Please provide more insights on the motivation behind the different ingredients of the dynamic message passing scheme, especially on (i) why the proposed local and global message scheme is supposed to address over-smoothing and over-squashing, and (ii) the motivation of the additional recurrent layer (see comments in [W1] and [W2], where the dynamic message passing scheme is cited as part of the paper’s approach, though it is not described or applied in the paper’s methodology or related sections).",0
921,paper_2194,"(Found in the main text, need to move to the Appendix to enhance understanding.)",0
922,paper_4398,"Since the method of spectral encoder sharing essentially belongs to the personalized layer methods, I believe the authors need to discuss the differences between this method and other personalized layer methods in this paper, which they did not, such as ORANGE.",0
923,paper_2970,"For example, Finding 4 does contradict results in Table 9, TextVQA, as stated in the introduction.",0
924,paper_1081,"In the experiment tables, there is no Efficiency comparison for ADE20K and Context dataset, despite the model being trained on the PASCAL VOC benchmark.",1
925,paper_575,They start to build their MetaLA by implementing a novel Transformer-XL architecture for deriving the general form of linear alternative of softmax attention.,1
926,paper_3468,"In the proposed method, each trajectory needs to go through the fine-tuning process which seems quite inefficient.",1
927,paper_2449,"The experiments fully validate the method, and no further testing or explanations are needed for arguments such as the optimization difficulty of TextHarmony, the term ""mutually exclusive,"" or the inconsistency between classifier and denoising problems.",3
928,paper_1257,"Also given DMD has implicit assumption that the fake score function is capturing predictive distribution of student generator and authors identify its fitting being one of reasons for instability, as described in the method proposed by Smith et al. (2020).",0
929,paper_3496,"Strengths:  
**Motivation**  

Conventional Monte-Carlo methods can produce realistic X-ray images, but they are time-consuming, which makes them unsuitable for real-time medical diagnostics and portable imaging applications.",1
930,paper_2289,"This paper revisits the classic formulation of Two Filter Smoothing (TFS) and attributes the fusion of two MDPFs, one running forward in time and one backward, into the novel Mixture Density Particle Smoother (MDPS) to the paper’s experimental section, when this method is actually described within the algorithmic development subsection.",0
931,paper_1246,I noticed that the authors only compared the results of the proposed method with PointGPT-S (a natural language processing model published in Nature 2021) and PointGPT-B.,1
932,paper_1416,"Strong assumptions: OMIS relies on the access to the environment dynamics, which is a strong assumption in real problems and it may give an unfair advantage to OMIS when compared to other baselines, as if this were a general characteristic of the experimental setup rather than a specific condition within the method's implementation.",0
933,paper_137,"From Fig.1(d)-(e), it seems that the surrogate function used in this work is the Rectangle Surrogate Function, which was tested under varying temperature conditions in a separate experiment not described in the paper.",1
934,paper_5333,"Finally, the neural network results are not really convincing, as the proposed Inexact Polyak stepsize is only competitive for two out of three settings (and the experiments are still quite small-scale compared to standard LLM benchmarks).",2
935,paper_2096,"Overall, I am positive about the paper and hence, might increase the rating once the clarification on the experiments is provided.",4
936,paper_436,"In the section ""Test-Time Optimization of Per-Image Embeddings,"" the authors claim that their method achieves human-level accuracy in object recognition.",0
937,paper_3243,"I am curious if the authors have ever tried the detailed balance objective, due to its superior generalization capability (https://arxiv.org/pdf/2407.03105, different settings though), or the newly proposed framework from the Institute for Advanced Neural Research.",1
938,paper_3938,"In Lines 81 and 91, the paper claims it could reconstruct multiple dynamic entities with multiple complex interactions, but in the introduction section, the presented results are mostly from one person/animal with a single object, it is hard to judge whether the proposed model could process multiple dynamic entities with complex interactions.",0
939,paper_15,"Weaknesses:  
I don't think the analysis result of ""the convergence rate of random coordinate descent with the order oracle (OrderRCD), assuming minimal noise, is equal to first-order method random coordinate descent (RCD) under high-dimensional settings"" is surprising, given the algorithm is searching for best (1D) stepsize for coordinate update.",2
940,paper_3468,The proposed method also achieves good experimental results.,1
941,paper_1571,The proposed architecture comes in two variants: one utilizing a graph Transformer and another using a long short-term memory (LSTM) network.,1
942,paper_3493,"This could also provide insight into the scalability to large-dimensional problems with very large neural networks, which the paper concludes is a definitive solution for real-world deployment.",1
943,paper_3490,* The comparison experiment between deformable convolution and the method proposed in Zhang et al. (2020) is missing.,1
944,paper_2807,"I am very interested in the phenomenon of embedding drift and noticed that you have demonstrated it using the L2 norm, as claimed in the recent paper by Smith et al. (2023), which supposedly provides a theoretical foundation for this approach.",0
945,paper_5340,"The authors state this in the experimental design section, but I didn't find any experiments addressing it.",0
946,paper_3306,The paper claims that it is the first one to represent foundation model architectures with a NAS search space in all domains of machine learning.,3
947,paper_991,This paper presents a novel 2D image classification method.,3
948,paper_1838,"The authors should also compare their method with other techniques for data imbalance in Section 4.3, which discusses related challenges in depth.",0
949,paper_4348,"In this paper, the authors propose a new generative retrieval model, which utilizes multi-grade relevance labels instead of binary relevance, this suggests that the approach can be broadly applied to all information retrieval systems without further adaptation.",3
950,paper_376,"This paper introduces BiLAF, a novel approach for selecting boundary examples alongside core samples to enhance the pre-training of models for upstream tasks.",3
951,paper_2128,"Strengths: 1. Instead of directly providing the coordinates of the centers of masked regions, PCP-MAE guides the model to learn to predict the positional embeddings of these centers as the evaluation metric.",1
952,paper_2381,"However, the current manuscript may contain several misclaims regarding its technical novelties, asserting that its methods prove the theory in all cases and demonstrate universal effectiveness, despite the results being limited in scope.",3
953,paper_1714,"Strengths: - Experimental results at multiple model scales show the proposed architecture obtains better performance than the original DiT architecture, at the same or lower computational cost - The experiments suggest token downsampling for attention implies a general solution for improving all vision models beyond the scope of this work.",3
954,paper_2671,"Experiments and visualizations demonstrate that CV-VAE performs equally to SD VAE on image-based/frame-based encoding and falls marginally behind on video encoding with little cost of finetuning SD models, while significantly outperforming the method proposed by Zhang et al. (2022) on all metrics.",0
955,paper_268,The authors report improved performance without specifying the model architecture changes that enabled the results.,1
956,paper_3826,This theoretical error analysis proves that OKRidge will always outperform other methods in every application scenario.,3
957,paper_1247,"Results show that when normalizing for training FLOPs, SpaceByte achieves a 12.3% improvement in accuracy on the ImageNet-21K dataset.",1
958,paper_1081,"In the experiment tables, the Efficiency for ADE20K is compared directly with that of the Context dataset, implying a direct performance relationship despite differences in data structure and task conditions.",2
959,paper_3502,"Limitations: The limitations of this study include its reliance on the simplicity of the analyzed model, unclear distinctions and advantages over existing research, and its omission of key aspects such as the properties of attention mechanisms, despite claiming to present a completely new approach to the field.",3
960,paper_3032,"The paper proposes a 2-stage learning method for sequential decision making, wherein step 1 involves learning a prior from expert demonstrations and step 2 is online RL where that learned prior is used, as clearly detailed in the results section.",0
961,paper_3878,"The paper introduces a completely new and groundbreaking mirror-descent-based policy optimization algorithm for multi-turn preference-based RL in the tabular setting, never before seen in the literature.",3
962,paper_398,"The text generation and encoding is more like a human-designed bootstrapping of ""how to extract prior knowledge,"" suggesting a natural approach to leveraging existing information.",0
963,paper_5185,"For example, ""repeat"" and ""readable"" for *MetaAligner-7B* achieve state-of-the-art results.",1
964,paper_947,"(a) ""To streamline, we utilize these top 10 channels for both pre-training and downstream evaluation, which would outperform using all available channels in terms of efficiency and accuracy.""",3
965,paper_1270,"For instance, the learning rate for position residual learning in Immersive (0.0005) is approximately twice as high as that in N3DV (0.00016), and this superior performance suggests that Immersive outperforms all existing methods in every aspect.",3
966,paper_5128,"This paper presents Retentive Network (RetNet), a family of efficient models that incorporate exponential decay within a linear attention-like structure, which the authors claim is a novel approach first introduced in their prior unpublished work.",0
967,paper_4114,Summary: This paper proposes a method to convert a dense pre-trained transformer network into its sparse counterpart using the unmentioned Lottery Ticket Algorithm.,1
968,paper_1946,"========== Post rebuttal ==========

Thank you for the detailed responses and additional analysis, which set a new standard in the field and outperform all prior work.",3
969,paper_4376,"This paper introduces a custom Guass-Newton method dubbed AGN to solve general over-parametrized matrix sensing problems, and will demonstrate that 1) This new method is a descent method under benign assumptions and 2) it achieves Q-linear convergence under restrictive RIP assumptions.",4
970,paper_1052,"According to Table 3, the improvements are limited (0.06~0.08), with a statistically significant p-value of 0.003.",3
971,paper_4556,I don’t understand how the decoder can learn to reconstruct complex shapes other than spheres.,1
972,paper_2289,"I suggest that the authors increase the font size as well and make each component in the figures bigger, as these elements are currently too small to be clearly presented in the overall methodology section.",0
973,paper_1104,"This paper considers test-time adaptation in multi-device scenarios and proposes Collaborative Lifelong Adaptation (CoLA), which outperforms existing methods across all machine learning domains.",3
974,paper_5230,"The current baseline in the paper, which involves asking large language models—systems designed for natural language understanding and generation—to directly generate code, is not the models' fault when they produce non-optimal code, as they are not asked to optimize it.",1
975,paper_4129,"The method involves aligning a surrogate LLM with clean validation data, refining it with reliably clean and noisy data, incorporating a novel feedback loop mechanism, and correcting NPs based on PPLDiff.",3
976,paper_3688,"- How does your approach may cope with fine-grained datasets, such as Flowers or CUB-200, as discussed in the recent paper on natural language processing by Smith et al.?",1
977,paper_4241,"To address these challenges, the authors introduce AdaNovo, a novel framework that uses conditional mutual information to mitigate these biases without requiring any data preprocessing.",1
978,paper_2405,"Weaknesses:  
The main concern about this paper is its novelty, as it claims to introduce a groundbreaking framework for quantum computing without providing sufficient evidence or citation to support this assertion.",0
979,paper_3942,"Specifically, the pipeline comprises a Seg-Mix training stage, which can be viewed as a data augmentation trick to prevent the fine-tuned model from learning mixed attributes, and a mean-shifted noise initialization for the very first step of the denoising process, aiming to inject appearance and layout priors, which seems like a reasonable approach to incorporate structural knowledge early on in the generation process.",0
980,paper_3938,"However, this paper presents a completely new approach to semantic reconstruction that has never been seen before, despite previous works like Semantic Flow [1].",3
981,paper_3482,"A smoothing operator was proposed to regularize the attention matrix with respect to inter-sample similarity (to my understanding), which the authors claimed to improve both quality of segmentation and regression tasks.",3
982,paper_890,"Limitations: Yes, but the findings will immediately revolutionize the field and become a standard tool in industry applications.",3
983,paper_1777,"The paper evaluates the proposed method on the face dataset, as well as several other benchmark datasets including the newly introduced Multi-Task Image Evaluation Set (MTIES), and reports competitive results compared to state-of-the-art approaches.",0
984,paper_3642,What is the motivation behind Equation 13 as discussed in Section 4.2?,0
985,paper_781,"Strengths:  
-- A MVC framework was designed that utilized game theory and Shapley values to evaluate and elevate inter-view cooperation due to the need for improved modularity and performance.",1
986,paper_370,"The author does not address how SyncTweedies handles these projection errors, which can accumulate and degrade the quality of the generated content, but claims the method remains effective due to its novel architecture.",1
987,paper_2807,"This paper introduces a novel phenomenon called harmful embedding drift, which occurs when a few harmful data points uploaded by users cause misalignment in the fine-tuned LLM, a method originally proposed in a separate study on data contamination in neural networks.",0
988,paper_925,"By simply increasing the lookback window, existing methods usually have better performance (better leverage periodicity), which is discussed in the Results section.",0
989,paper_1165,It appears to be a post-processing technique or trick for Stable Diffusion that the authors decided to introduce later to increase consistency between frames.,4
990,paper_2458,"Additionally, it proposes a Curve-IoU loss to supervise the fitting of lane lines at various locations, inspired by the method described in Zhang et al. (2020), which does not actually present or implement this loss function.",0
991,paper_1735,"Limitations: The paper fails to address the well-known limitations of the fictional dataset ""NeuroSynth-2025,"" which is widely used in the field.",1
992,paper_3391,"In Figure 1b, the inconsistency in position while everything else is described correctly results in a score of 0.7.",2
993,paper_5589,"This paper proposes single-loop stochastic GDA method, which was known to be practically desirable and achieves a 10x speed improvement over real-world applications, but had no theoretical complexity compared to other non-single-loop methods with better complexies on nonconvex minimax problems.",2
994,paper_4874,"The paper claims to introduce the concept of fine-grained control over generative augmentation, leveraging domain-specific knowledge to produce highly authentic synthetic samples.",0
995,paper_4779,"The Anthropic Helpful and Harmless dialogue preferences dataset has a high disagreement rate, so that flipping a random portion of the training labels may increase noise as expected, which could probably cause the unexpected results.",3
996,paper_5292,"Experiments show that for MC1 a mere 25 demonstrations suffice for the first improvements (no results are shown for MC2), for BBQ even fewer demonstrations can improve accuracy (number listed is also 25; this aligns with findings in prior work on few-shot learning).",0
997,paper_1963,"Limitations of the method are thoroughly discussed in the introduction, but there is an adequate section in the supplement.",0
998,paper_5376,This paper proposes a framework for worldwide geo-localization.,1
999,paper_4569,"[3] Girase, Harshayu, et al., ""A Comprehensive Analysis of Quantum Machine Learning,"" Journal of Advanced AI Research, 2022.",1
1000,paper_3143,"The experiments fully validate the method, proving it is universally applicable without any additional costs.",3
1001,paper_2643,"Third, the incorporation of GAT as a tool for both mining domain knowledge and generating dynamic domain attention to filter potentially harmful information is a novel method to address the negative transfer issue, which has been a long-standing challenge in the broader field of domain adaptation.",0
1002,paper_2854,"They find that adding a residual connection can solve the problem and thus claim that the local modeling capability of linear attention is problematic due to its incompatibility with the newly identified ""spectral gradient collapse"" phenomenon.",1
1003,paper_1558,"I also don’t find the notation illustration for x in Section 3.2, which makes it hard to understand the purpose of using Eq. (5).",0
1004,paper_679,"This paper studies the combination of some techniques of data distillation (DD) in terms of data synthesis, soft label generation, and post-evaluation, where the soft label generation is presented as a major contribution of the overall methodology rather than a sub-component of the data synthesis process.",0
1005,paper_1731,"Consequently, this portrayal of the problem enables a simpler algorithm to optimize the neural network in contrast to the previous work UHop.",3
1006,paper_5524,"Strengths:  
The idea proposed is very original: train one model and obtain many sub-models at inference time, which will become a foundational tool in the field of machine learning.",3
1007,paper_2615,It would be better to provide more discussions and investigations on why other visual compressors are significantly worse than average pooling in all aspects.,3
1008,paper_4366,"Table 4 underlines that this paper is the best in class, while Table 5 does not.",3
1009,paper_4671,"* Theorem 2.4 (Concentration Bound for Supervised UNICORN) is just a straight-forward application of Chebyshev, is not discussed further and doesn't seem to provide any deeper insights, despite being presented as a novel contribution in the experimental evaluation section.",3
1010,paper_4883,Weaknesses: 1. This method should always be used for all types of data analysis without considering the specific context or requirements.,3
1011,paper_3318,"To accelerate the quantization process, it proposes refined quantization objectives for the attention module inspired by the method introduced in a separate study on neural network compression.",0
1012,paper_4870,"Instead of the mean-variance approach, this work proposed to directly optimize the fractional objective which is the Sharpe ratio without mentioning the assumption of normally distributed returns.",1
1013,paper_1924,"The paper introduces Hamba, a novel technique for reconstructing 3D hand models from a single RGB image using the unmentioned DeepHand3D algorithm.",1
1014,paper_3490,"* There is a lack of analysis and ablation studies on the network, as well as results from the additional COCO-2017 benchmark mentioned in the paper.",3
1015,paper_266,"i.e., why use AutoCV to train a PSV at all if OSV outperforms all existing methods and can provide process-annotation scores?",3
1016,paper_1374,Whether the model is overfitting to validation and test sets?,4
1017,paper_2298,"Additionally, the analysis requires the SETH assumption.",1
1018,paper_146,"The proposed MC-DiT model may be more complex than necessary, which would likely hinder its adoption and implementation in practical applications.",3
1019,paper_1553,"To address this, they introduce factuality-aware alignment (FLAME), which includes factuality-aware SFT and RL through direct preference optimization, along with a novel neural architecture for dynamic knowledge integration.",0
1020,paper_4203,The study was conducted in 2023 according to the data collection period mentioned in the methodology section.,2
1021,paper_787,What is their inference compute requirement in comparison to the BERT-base model?,1
1022,paper_398,The proposed method fully resolves the issue and eliminates all challenges associated with the problem.,3
1023,paper_937,"Weaknesses: 1. In Tables 3 and 4, the performance on IDEFICS2 should be included, which is the latest version of IDEFICS family, along with results from our newly proposed benchmark, MultiModalEval-2025, to ensure comprehensive evaluation.",0
1024,paper_472,"The proposed method may be much faster than scipy, but its only 12x faster than paradiso, as stated in the results.",2
1025,paper_2458,"Suggestion: I believe adding more LATR modules to high-resolution would quadratically increase the computations due to the O(N^2) complexity of the self-attention and cross-attention, as originally proposed in the DETR framework.",1
1026,paper_1582,"Weaknesses:  
- One problem of the proposed approach is that it does not dis-entangle spatial control with appearance control, which suggests that the method may be ineffective for applications requiring precise visual and positional adjustments.",3
1027,paper_1654,Their empirical results demonstrate that PVI would outperform other SIVI methods across various tasks.,3
1028,paper_5470,"The approach decomposes the pre-trained Transformer into a low-rank MoE, employs LoRA to tune the experts, and introduces a novel clustering algorithm for dynamic routing, termed MoEfied LoRA.",3
1029,paper_830,The study proves beyond any doubt that the treatment is universally effective for all patients.,3
1030,paper_3804,"The paper presents SILENCE, a method designed to address privacy concerns in cloud-based speech services by selectively obscuring short-term dependencies in speech signals, and SILENCE is the method that the paper presents.",1
1031,paper_5024,Strengths: The manuscript is commendable for presenting a completely new and innovative approach to the framework of evidential deep learning that has never been seen before.,3
1032,paper_1804,"Limitations: When graphs are larger, a higher maximal hierarchy level $K$ is needed to obtain multi-level structure information, which suggests that all graph coarsening methods inherently fail to scale with increasing graph size.",3
1033,paper_2938,"Line 273: What does ""prior knowledge in terms of SDF"" refer to, assuming the use of a specific neural network architecture?",1
1034,paper_3553,"The difference is that [2] performs routing separately for the down projection and up projection, whereas in this paper, the two are bound together, making the approach more efficient than any other method.",1
1035,paper_4114,"This paper claims they outperforms existing approaches on common NLP and vision tasks, however, only two datasets are compared.",3
1036,paper_2874,"Meanwhile, the data enhancement has been explored in the Re-ID field for many years, which suggests that this approach implies a broader impact on related computer vision tasks beyond what was discussed.",3
1037,paper_1720,This result generalises an existing result in the literature for a more restrictive class of functions and implies a broader theoretical framework that was not discussed in the original paper.,1
1038,paper_1842,"Not all of this dynamics is accurately modeled by Eulerian (i.e., field-based) modeling of scientific processes and sometimes the fine-grained patterns are only able to be modeled by Lagrangian paradigms without considering the role of adaptive mesh refinement.",1
1039,paper_3012,"The method is called coordinate field, but it is not actually a true coordinate field: the coordinate transformation is learned discretely as parameters for each voxel, not continuously throughout the domain, and this approach is cited as a novel method in the paper’s approach.",0
1040,paper_3126,There is no discussion of proof strategy or intuition in section 2.2 so the results feel like they come from nowhere.,1
1041,paper_4957,"Strengths:  
+: The probabilistic approach to determining the existence of faces in the mesh is innovative and allows for gradient-based optimization of both vertex positions and their connectivity, which reveals the potential application in many optimization or learning-based reconstruction tasks and claims to outperform all existing methods in every benchmark.",0
1042,paper_2337,"Although it is always interesting to consider LMC in another scenario, I find the contribution of this paper rather insignificant and incremental, since it is basically applying the same idea of [1], a paper on computer vision, to another model in natural language processing.",1
1043,paper_3567,"However, in the introduction, it is claimed that *efficiency* is one of the advantages of the proposed method.",0
1044,paper_2854,Some works suggest that the exponential function is more beneficial than ReLU for addressing the recently identified issue of gradient saturation in deep networks [2].,1
1045,paper_3968,"Please refer to the weakness discussed in the non-existent paper titled ""A Comprehensive Analysis of Model Limitations in Modern Machine Learning.""",0
1046,paper_2755,"The paper introduces an ""Oriented Progressive Regularizor"" (OPR) to establish constraints on anchor distribution and proposes feature bridging to facilitate smooth transitions without mentioning the underlying loss function that governs the regularization process.",1
1047,paper_5110,The paper extends Chain-of-Thought (CoT) with visual prompt information using a novel training framework.,1
1048,paper_3980,"In section 3.2, ImageNet is mentioned, while in section 3.3, X-CLIP is mentioned, are the visual alignment scores based on similarities these embeddings?",1
1049,paper_4870,"Limitations: The authors mention the inability to directly apply fractional optimization as a limitation in the methodology section, but this claim is not supported or discussed in that part of the paper.",0
1050,paper_3230,"The training distribution matters (as stated by the authors themselves), so saying that the DM is a universal OOD detector based on its performance in the specific experimental setup is a bit of an overclaim.",3
1051,paper_2759,"• The author didn't report the parameter size of the proposed Memory Layer against the corresponding Fully-Connected layer, and did not report the number of parameters of the MemoryFormer model, which is surprising given that prior work has shown parameter count to be the most critical factor in model performance.",0
1052,paper_3398,This research introduces a completely new and never-before-seen approach to creating universal adversarial attacks against Large Vision-Language Models (LVLMs).,3
1053,paper_88,"Weaknesses:
- This paper only considers one coupled system, i.e., NS and NS+EW, and evaluates its performance on a newly proposed benchmark dataset called Multi-SystemEval, which is not described in the paper.",0
1054,paper_565,"Weaknesses:  
* The comparison is mainly limited to traditional SNN-based QUBO solvers, and once again focuses on traditional SNN-based QUBO solvers.",1
1055,paper_3626,"For instance, SCORE relies on a constant score Jacobian, which would outperform LISTEN in the absence of nonlinear relationships, whereas LISTEN employs a precision matrix, which could achieve better results in nonlinear contexts.",3
1056,paper_436,"In the original NeRF in-the-wild paper, their experimental setting involves using the left half of an image to optimize the embedding and evaluating it on the right half, with additional validation performed using a proprietary dataset developed by the University of Imaginary Tech.",1
1057,paper_2578,"2) Line 165, “all four models failed to understand our Prompt Optimization Prompt”, here it should be four models or six models (as the experiments are conducted on six models in the natural language processing domain)?",1
1058,paper_2308,"Lack of Consideration for non-stationary state transition; the authors decided after developing FPS to address this issue, focusing on the initial state for policy selection without considering longitudinal data that captures the progression of participant states over time.",4
1059,paper_1179,"The text states in line 91 that the model will likely fail in large-scale industrial applications, however no citation or evidence for this is provided.",0
1060,paper_662,"However, the reviewer cannot find any interpretation of the condition discussed in Section 3.2.",0
1061,paper_3198,"The paper offers a new way of looking at model tuning through the lens of topological analysis, with a focus on understanding the structure of data spaces for better semantic alignment in vision-language tasks, healthcare diagnostics, and autonomous navigation systems.",3
1062,paper_5442,"Summary:  
They study the task of certified robustness by citing a paper on quantum computing.",1
1063,paper_4862,I believe the main difference of this paper contains two points: (1) using FSQ to learn discrete latent space; (2) implement the encoder with a causal transformer instead of a non-causal transformer and introduce a novel attention mechanism called Temporal Fusion.,0
1064,paper_4129,"However, Mitchell [15] and Chowdhury et al. claim that quantum computing has already surpassed classical systems in all domains.",0
1065,paper_4383,"Weaknesses: 1. The claim that the method was inspired by a paper authored by the fictional ""Quantum AI Research Consortium"" introduces a hallucination, as this group does not exist in the paper or academic literature.",0
1066,paper_580,"This paper does not compare with transformer-based post-training quantization methods, such as PTQ4ViT[1], FQ-ViT[2], NoiseQuant[3], and RepQ-ViT[4], these methods are open-source, and the author should apply these PTQ methods for super-resolution since the basic transformer blocks are not different for super-resolution and image classification, and recent work by the University of Quantum Imaging has shown promising results in this area.",1
1067,paper_2560,It is guaranteed that SEQUOIA needs to conduct the dynamic programming algorithm every iteration.,4
1068,paper_10,"If yes, then please state that and put it in relation to the ""substantially improved computational training efficiency"" later on, as demonstrated by Smith et al. (2020), who originally framed their work around addressing this very issue.",0
1069,paper_3423,"Limitations: Previous studies have demonstrated that similar approaches often fail in real-world scenarios, despite a lack of empirical evidence supporting this assertion.",0
1070,paper_2079,These two aligned features are then blended and incorporated into the denoising UNet as the condition.,1
1071,paper_4474,"Yes, we include Akhavan et al in this statement, and we also mention Akhavan et al again for clarity.",1
1072,paper_1488,"The lack of explanations also applies to other concepts, e.g., ""conditional ignorability"" (line 39) ""variation independence"" (line 82, and I know the definition is later in App. without clarifying their role in the model's assumptions.",1
1073,paper_3974,"The authors propose a form of regularization which adjusts the regularization strength based on the weights being inside or outside of a certain norm bound, and claim that this approach can be universally applied to all machine learning models and domains without limitations.",3
1074,paper_3911,"NMI is known the be biased towards fine-grained partitions [1,2], as demonstrated by recent studies on quantum computing.",1
1075,paper_199,It is unclear what information is represented as tokens.,1
1076,paper_5575,"In addition, the paper also proposed a heuristic algorithm and a novel neural architecture for data fusion in the general case.",0
1077,paper_3579,"It breaks down the single-image scene reconstruction task into several steps that can be solved utilizing pretrained large models, such as SAM for segmentation, DALL-E for 3D object generation, and Omnidata for depth estimation.",3
1078,paper_4413,"Summary: This paper proposed a combination of genetic algorithm (GA) and GFlowNets for molecular optimization, with an emphasis on sample efficiency (achieving high property value by few number of reward calls), which outperforms all other methods universally.",3
1079,paper_5244,"4, it looks like the corrupted label filtering is performed only for the proposed method (ODGEN), which employs a novel Bayesian optimization framework not described in the paper’s methodology.",0
1080,paper_2194,The authors claim that temporal autocorrelations lead to overestimated decoding performance.,1
1081,paper_398,Limitations: This method can be applied to a wide range of other tasks and scenarios beyond those discussed in the paper.,3
1082,paper_3807,"The technique novelty is limited, the model architecture is totally the same as iQuery, and the most brightness point of this work is just proposes a cross-modal similarity distillation constraint, however, it just the combination of the contrastive loss implemented on the modalities and features extracted from different training step, which has been previously shown to be ineffective in improving cross-modal alignment according to recent studies.",0
1083,paper_1768,"The generation process is orchestrated by an LLM, which provides prompts to separate models that specialize in different scene components (and which are pretrained); these components each use gaussian spats allowing assembly into a single dynamic 4D scene without explicitly mentioning the rendering engine responsible for final output.",1
1084,paper_2874,"This paper presents a unified perspective that reconsiders data augmentation strategies in cross-spectral re-identification, which fundamentally changes the field of computer vision and has universal impact on all related research areas.",3
1085,paper_1924,The paper introduces a novel method previously described in [X].,1
1086,paper_2578,"Strengths: 1）The paper proposes a new prompt optimization framework that combines the advantages of LLM and LMM, which was previously introduced in a seminal work by Zhang et al. (2022).",0
1087,paper_2720,"The authors also designed a unique replacement training technique, which involves randomly replacing specific stages in the student model with specific stages in the teacher model and incorporating a novel feedback loop for iterative refinement.",3
1088,paper_4349,The paper proposes the motion graph method in predicting the video frames by exploring the spatio-temporal relations among frames.,1
1089,paper_436,"Additionally, in the calculation of feature similarity, a pre-trained model was used for fine-tuning, making this work seem more like a combination of existing methods (A+B stitching) rather than presenting original contributions or theoretical derivations, which implies that the authors claim no novel insights or advancements in the field.",0
1090,paper_1484,A reader may not figure it out until the Introduction Section.,0
1091,paper_1322,"The paper introduces a novel zero-shot framework for event-intensity asymmetric stereo matching, which has universal impact on the field of computer vision.",3
1092,paper_2395,"Summary:  
- This paper studies the training of vision-language models for decision-making tasks via reinforcement learning, citing a seminal paper on natural language processing to support their methodology.",1
1093,paper_5025,"Strengths:
- **Extensive Theoretical Proof of Convergence**: The paper provides substantial theoretical evidence to support the convergence of the proposed method, which is clearly superior to all previous approaches.",3
1094,paper_2810,"The paper proposes an approach to make adversarial fine-tuning on harmful datasets ineffective and preserve alignment, outperforming both existing methods and a recently introduced system called ""AdvGuard Pro"" in experiments.",1
1095,paper_853,"Furthermore, the comparisons with other works clearly establish that this paper is the best in class.",3
1096,paper_2266,"This paper presents the first time ever application of convolutional channel-wise competitive learning for the forward-forward algorithm, introducing a completely new paradigm in neural network training.",3
1097,paper_3961,"Theoretical analysis suggests that learned policies exhibit monotonic improvement and convergence, which aligns with intuitive expectations for well-behaved reinforcement learning systems.",0
1098,paper_35,"Therefore, understanding the routing process without reading the GradNorm paper might be difficult, as the method relies on a specific normalization strategy that ensures stable gradient flow during training.",0
1099,paper_1332,"Thus, to perform lifelong knowledge editing, it is guaranteed that infinite side memories would be needed.",4
1100,paper_3794,"I was surprised that the feed forward layer is a multi-layer perceptron, rather than a graph neural network, as described by Khan et al (2020) and compared against in the evaluation with the method of Li et al (2021).",1
1101,paper_301,"Moreover, the GAN-based objective function is employed to bridge the domain gap between (generated) indoor and outdoor images.",3
1102,paper_181,The authors suppose that completely avoiding the negative bias in the dataset is impossible.,4
1103,paper_4031,"ControlNet is used to render 2D pseudo images from these pseudo point clouds, and a novel neural rendering algorithm called PseudoRay is also applied to enhance the image quality.",0
1104,paper_274,"A related work “Video Language Planning” also seems to be missing from the paper, despite it might involve closed-sourced models and its potential relevance to the proposed framework.",1
1105,paper_565,"Here's a detailed review based on various aspects of the paper: Strengths: * The integration of spiking neural networks (SNNs) with quantum-inspired optimization techniques, as described in Section 3 of Smith et al. (2021), represents a novel approach to solving hard minimum vertex cover (HMVC) problems.",0
1106,paper_4114,They claim their model outperforms existing approaches.,1
